2 574;2 423
2 577;2 428
2 585;2 427
2 575;2 433
2 578;2 426
2 583;2 438
2 643;2 490
2 598;2 462
2 534;2 471
2 471;2 385
2 429;2 372
2 403;2 315
2 419;2 332
2 370;2 328
2 385;2 347
2 385;2 349
2 439;2 420
2 451;2 402
2 454;2 383
2 445;2 435
2 444;2 441
2 453;2 427
2 432;2 420
2 423;2 430
